dato,runde,hjemmehold,udehold,hjemmemaal,udemaal,tilskuere,stadion
2025-07-27,17,BK Häcken,Djurgården,1,6,6015,Bravida Arena
2025-07-27,17,Värnamo,Hammarby,2,3,4387,Finnvedsvallen
2025-07-27,17,Mjällby,Sirius,2,1,5386,Strandvallen A-Plan
2025-07-28,17,Elfsborg,Göteborg,4,3,14304,Borås Arena
2025-08-02,18,Brommapojkarna,Norrköping,6,4,1390,Grimsta IP
2025-08-02,18,Värnamo,GAIS,2,2,3072,Finnvedsvallen
2025-08-03,18,BK Häcken,Elfsborg,1,2,5845,Bravida Arena
2025-08-03,18,Djurgården,Halmstad,1,1,19053,3Arena
2025-08-03,18,Sirius,Öster,1,1,5706,Studenternas IP
2025-08-04,18,Göteborg,Degerfors,3,0,16605,Nya Gamla Ullevi
2025-08-09,19,Malmö,Mjällby,1,3,20212,Eleda Stadion
2025-08-09,19,Halmstad,Sirius,0,1,4476,Örjans Vall
2025-08-10,19,AIK Stockholm,Djurgården,0,0,45922,Strawberry Arena
2025-08-10,19,Degerfors,BK Häcken,0,0,3218,Stora Valla
2025-08-10,19,Norrköping,Hammarby,0,2,14465,PlatinumCars Arena
2025-08-10,19,Öster,Brommapojkarna,1,1,5096,Spiris Arena
2025-08-11,19,GAIS,Göteborg,0,1,18078,Nya Gamla Ullevi
2025-08-11,19,Elfsborg,Värnamo,2,2,7466,Borås Arena
2025-08-16,20,Halmstad,Malmö,0,4,8518,Örjans Vall
2025-08-16,20,Norrköping,Elfsborg,2,1,5753,PlatinumCars Arena
2025-08-17,20,Brommapojkarna,Sirius,2,4,2416,Grimsta IP
2025-08-17,20,Göteborg,AIK Stockholm,2,1,17023,Nya Gamla Ullevi
2025-08-17,20,Mjällby,Djurgården,1,1,5780,Strandvallen A-Plan
2025-08-17,20,Hammarby,GAIS,1,2,24632,3Arena
2025-08-17,20,BK Häcken,Öster,0,2,3308,Bravida Arena
2025-08-18,20,Värnamo,Degerfors,3,2,2528,Finnvedsvallen
2025-08-24,21,Sirius,Hammarby,3,1,10033,Studenternas IP
2025-08-24,21,Djurgården,Brommapojkarna,1,0,16340,3Arena
2025-08-24,21,Degerfors,AIK Stockholm,0,1,6361,Stora Valla
2025-08-24,21,Värnamo,BK Häcken,1,5,2130,Finnvedsvallen
2025-08-24,21,Elfsborg,Halmstad,1,2,6233,Borås Arena
2025-08-24,21,Malmö,Göteborg,0,0,20597,Eleda Stadion
2025-08-25,21,Öster,Norrköping,1,2,5675,Spiris Arena
2025-08-25,21,GAIS,Mjällby,0,2,9875,Nya Gamla Ullevi
2025-08-30,22,Brommapojkarna,Elfsborg,3,0,707,Grimsta IP
2025-08-30,22,Göteborg,Värnamo,1,0,15919,Nya Gamla Ullevi
2025-08-30,22,Mjällby,Halmstad,1,0,5376,Strandvallen A-Plan
2025-08-31,22,Norrköping,Djurgården,0,4,11632,PlatinumCars Arena
2025-08-31,22,Malmö,Degerfors,1,1,17771,Eleda Stadion
2025-08-31,22,AIK Stockholm,Sirius,2,1,24280,Strawberry Arena
2025-08-31,22,Hammarby,Öster,4,0,19813,3Arena
2025-08-31,22,GAIS,BK Häcken,2,1,10032,Nya Gamla Ullevi
2025-09-13,23,Degerfors,Mjällby,0,1,5395,Stora Valla
2025-09-13,23,Halmstad,Norrköping,1,1,4179,Örjans Vall
2025-09-14,23,Djurgården,Hammarby,3,3,26694,3Arena
2025-09-14,23,Öster,Värnamo,4,3,6035,Spiris Arena
2025-09-14,23,Sirius,GAIS,3,0,6090,Studenternas IP
2025-09-14,23,Elfsborg,Malmö,2,2,10175,Borås Arena
2025-09-15,23,AIK Stockholm,Brommapojkarna,2,1,21108,Strawberry Arena
2025-09-15,23,BK Häcken,Göteborg,1,2,6316,Bravida Arena
2025-09-20,24,GAIS,Elfsborg,2,0,9187,Nya Gamla Ullevi
2025-09-20,24,Malmö,Djurgården,0,1,18676,Eleda Stadion
2025-09-20,24,Mjällby,Öster,1,1,5775,Strandvallen A-Plan
2025-09-21,24,Göteborg,Brommapojkarna,0,1,15357,Nya Gamla Ullevi
2025-09-21,24,Hammarby,BK Häcken,4,0,20893,3Arena
2025-09-21,24,Sirius,Degerfors,1,3,8143,Studenternas IP
2025-09-22,24,Värnamo,Halmstad,1,2,2803,Finnvedsvallen
2025-09-22,24,Norrköping,AIK Stockholm,3,1,12283,PlatinumCars Arena
2025-09-27,25,Elfsborg,Degerfors,1,2,8037,Borås Arena
2025-09-27,25,BK Häcken,Norrköping,2,0,4467,Bravida Arena
2025-09-28,25,Halmstad,Hammarby,1,0,6852,Örjans Vall
2025-09-28,25,Brommapojkarna,Mjällby,0,1,1696,Grimsta IP
2025-09-28,25,AIK Stockholm,GAIS,1,1,25458,Strawberry Arena
2025-09-28,25,Malmö,Värnamo,3,2,15226,Eleda Stadion
2025-09-29,25,Djurgården,Sirius,8,2,16248,3Arena
2025-09-29,25,Öster,Göteborg,0,2,8047,Spiris Arena
2025-10-04,26,Mjällby,Elfsborg,2,0,4933,Strandvallen A-Plan
2025-10-04,26,Öster,Halmstad,3,0,4317,Spiris Arena
2025-10-04,26,Degerfors,Djurgården,1,1,3849,Stora Valla
2025-10-04,26,GAIS,Norrköping,2,1,5280,Nya Gamla Ullevi
2025-10-05,26,AIK Stockholm,Värnamo,2,3,20331,Strawberry Arena
2025-10-05,26,Göteborg,Hammarby,1,2,16644,Nya Gamla Ullevi
2025-10-05,26,Brommapojkarna,BK Häcken,1,3,2824,Grimsta IP
2025-10-05,26,Sirius,Malmö,5,1,6799,Studenternas IP
2025-10-18,27,Norrköping,Malmö,0,2,10019,PlatinumCars Arena
2025-10-18,27,BK Häcken,Sirius,1,1,2714,Bravida Arena
2025-10-19,27,Hammarby,AIK Stockholm,2,1,27876,3Arena
2025-10-19,27,GAIS,Djurgården,3,2,13122,Nya Gamla Ullevi
2025-10-19,27,Elfsborg,Öster,5,1,5042,Borås Arena
2025-10-19,27,Värnamo,Brommapojkarna,1,1,1011,Finnvedsvallen
2025-10-20,27,Degerfors,Halmstad,0,1,3210,Stora Valla
2025-10-20,27,Göteborg,Mjällby,0,2,16937,Nya Gamla Ullevi
2025-10-25,28,Djurgården,Värnamo,6,2,16427,3Arena
2025-10-25,28,Öster,Degerfors,1,2,5517,Spiris Arena
2025-10-26,28,Mjällby,Norrköping,2,1,5629,Strandvallen A-Plan
2025-10-26,28,Sirius,Elfsborg,4,0,5233,Studenternas IP
2025-10-26,28,AIK Stockholm,BK Häcken,2,2,23055,Strawberry Arena
2025-10-26,28,Halmstad,Göteborg,0,3,8424,Örjans Vall
2025-10-27,28,Brommapojkarna,GAIS,0,2,1811,Grimsta IP
2025-10-27,28,Malmö,Hammarby,1,3,19144,Eleda Stadion
2025-11-01,29,BK Häcken,Malmö,1,1,4314,Bravida Arena
2025-11-01,29,Norrköping,Sirius,1,2,6447,PlatinumCars Arena
2025-11-02,29,Halmstad,Brommapojkarna,0,0,4236,Örjans Vall
2025-11-02,29,Elfsborg,AIK Stockholm,0,3,10144,Borås Arena
2025-11-02,29,Djurgården,Göteborg,0,0,26809,3Arena
2025-11-02,29,GAIS,Öster,1,1,12123,Nya Gamla Ullevi
2025-11-03,29,Degerfors,Hammarby,1,1,5839,Stora Valla
2025-11-03,29,Värnamo,Mjällby,0,5,1592,Finnvedsvallen
2025-11-09,30,Öster,Djurgården,1,3,9012,Spiris Arena
2025-11-09,30,Mjällby,BK Häcken,1,0,5403,Strandvallen A-Plan
2025-11-09,30,Sirius,Värnamo,3,1,5792,Studenternas IP
2025-11-09,30,AIK Stockholm,Halmstad,0,2,31091,Strawberry Arena
2025-11-09,30,Brommapojkarna,Degerfors,1,3,2249,Grimsta IP
2025-11-09,30,Hammarby,Elfsborg,3,0,25091,3Arena
2025-11-09,30,Malmö,GAIS,2,1,15772,Eleda Stadion
2025-11-09,30,Göteborg,Norrköping,2,0,16412,Nya Gamla Ullevi
